product_id,category,price,brand
P00000047,Beauty,644.98,太极传媒有限公司
P00000048,Books,1859.49,数字100信息有限公司
P00000049,Clothing,1293.95,银嘉传媒有限公司
P00000050,Toys,1658.32,创联世纪网络有限公司
P00000051,Food,568.29,开发区世创科技有限公司
P00000052,Electronics,1002.28,恒聪百汇网络有限公司
P00000053,Books,1559.93,华泰通安信息有限公司
P00000054,Electronics,503.47,商软冠联科技有限公司
P00000055,Clothing,702.19,MBP软件科技有限公司
P00000056,Toys,1611.67,明腾网络有限公司
P00000057,Sports,1243.43,快讯网络有限公司
P00000058,Clothing,1536.79,创亿传媒有限公司
P00000059,Sports,484.47,思优科技有限公司
P00000060,Books,1443.38,天开网络有限公司
P00000061,Electronics,729.78,同兴万点网络有限公司
P00000062,Beauty,1656.21,七喜科技有限公司
P00000063,Food,1536.74,天益科技有限公司
P00000064,Home,901.64,国讯网络有限公司
P00000065,Sports,510.81,精芯信息有限公司
P00000066,Books,463.53,黄石金承信息有限公司
P00000067,Sports,1696.41,东方峻景传媒有限公司
P00000068,Toys,26.78,艾提科信网络有限公司
P00000069,Electronics,1480.37,银嘉网络有限公司
P00000070,Clothing,1537.78,济南亿次元信息有限公司
P00000071,Food,922.69,中建创业传媒有限公司
P00000072,Beauty,379.96,开发区世创科技有限公司
P00000073,Sports,724.49,群英传媒有限公司
P00000074,Sports,1440.79,思优网络有限公司
P00000075,Food,1350.8,佳禾科技有限公司
P00000076,Beauty,572.01,襄樊地球村网络有限公司
P00000077,Electronics,905.85,海创传媒有限公司
P00000078,Books,917.5,巨奥传媒有限公司
P00000079,Home,1292.25,泰麒麟传媒有限公司
P00000080,Home,1950.16,银嘉网络有限公司
P00000081,Clothing,1526.95,艾提科信传媒有限公司
P00000082,Electronics,1483.13,数字100信息有限公司
P00000083,Toys,1561.46,商软冠联网络有限公司
P00000084,Electronics,1851.88,佳禾网络有限公司
P00000085,Electronics,1540.37,诺依曼软件传媒有限公司
P00000086,Beauty,994.04,和泰科技有限公司
P00000087,Clothing,1974.46,毕博诚传媒有限公司
P00000088,Home,597.14,飞海科技科技有限公司
P00000089,Clothing,1379.28,网新恒天传媒有限公司
P00000090,Sports,1340.65,七喜传媒有限公司
P00000091,Electronics,1786.08,太极信息有限公司
P00000092,Beauty,198.61,银嘉网络有限公司
P00000093,Electronics,1905.6,泰麒麟信息有限公司
P00000094,Beauty,1108.38,通际名联传媒有限公司
P00000095,Books,972.12,易动力传媒有限公司
P00000096,Books,521.65,凌颖信息科技有限公司
P00000097,Beauty,306.38,南康网络有限公司
P00000098,Books,260.91,华成育卓科技有限公司
P00000099,Beauty,608.23,创联世纪信息有限公司
P00000100,Toys,128.0,合联电子信息有限公司
P00000101,Beauty,1130.27,鑫博腾飞信息有限公司
P00000102,Books,945.34,泰麒麟传媒有限公司
P00000103,Clothing,1612.36,立信电子信息有限公司
P00000104,Clothing,1009.14,晖来计算机网络有限公司
P00000105,Toys,1559.39,晖来计算机信息有限公司
P00000106,Food,491.95,维旺明信息有限公司
P00000107,Sports,931.86,网新恒天网络有限公司
P00000108,Electronics,1388.95,济南亿次元网络有限公司
P00000109,Beauty,456.02,惠派国际公司科技有限公司
P00000110,Electronics,932.53,鸿睿思博网络有限公司
P00000111,Home,622.84,易动力信息有限公司
P00000112,Books,1322.22,天开网络有限公司
P00000113,Toys,1317.96,联软网络有限公司
P00000114,Beauty,1205.43,飞海科技科技有限公司
P00000115,Electronics,1511.98,华泰通安网络有限公司
P00000116,Electronics,528.96,时刻网络有限公司
P00000117,Food,1031.72,雨林木风计算机科技有限公司
P00000118,Clothing,1607.57,佳禾信息有限公司
P00000119,Toys,1252.41,佳禾科技有限公司
P00000120,Home,529.63,新格林耐特信息有限公司
P00000121,Home,574.42,迪摩信息有限公司
P00000122,Electronics,572.19,联通时科传媒有限公司
P00000123,Clothing,219.51,华成育卓传媒有限公司
P00000124,Food,127.78,合联电子网络有限公司
P00000125,Books,1537.93,通际名联传媒有限公司
P00000126,Beauty,497.67,富罳科技有限公司
P00000127,Food,176.64,华远软件信息有限公司
P00000128,Beauty,1845.43,数字100网络有限公司
P00000129,Books,1633.03,浦华众城科技有限公司
P00000130,Clothing,1025.11,快讯科技有限公司
P00000131,Clothing,340.44,浙大万朋科技有限公司
P00000132,Sports,1193.41,趋势网络有限公司
P00000133,Toys,123.17,MBP软件科技有限公司
P00000134,Food,549.74,七喜信息有限公司
P00000135,Toys,548.92,商软冠联传媒有限公司
P00000136,Home,714.66,同兴万点科技有限公司
P00000137,Books,1614.07,同兴万点信息有限公司
P00000138,Toys,599.08,华远软件传媒有限公司
P00000139,Sports,427.87,创亿网络有限公司
P00000140,Home,637.25,浙大万朋科技有限公司
P00000141,Home,418.95,易动力传媒有限公司
P00000142,Clothing,1645.02,通际名联传媒有限公司
P00000143,Beauty,227.35,泰麒麟信息有限公司
P00000144,Clothing,235.95,济南亿次元网络有限公司
P00000145,Electronics,1283.75,时空盒数字信息有限公司
P00000146,Electronics,764.57,飞利信传媒有限公司
P00000147,Toys,213.9,浦华众城网络有限公司
P00000148,Books,1302.73,数字100传媒有限公司
P00000149,Food,114.99,联软信息有限公司
P00000150,Electronics,727.36,双敏电子网络有限公司
P00000151,Home,361.31,凌颖信息科技有限公司
P00000152,Beauty,536.91,海创传媒有限公司
P00000153,Books,1570.51,良诺信息有限公司
P00000154,Toys,1311.43,毕博诚信息有限公司
P00000155,Food,1499.04,富罳网络有限公司
P00000156,Sports,1634.44,彩虹信息有限公司
P00000157,Beauty,1342.85,双敏电子网络有限公司
P00000158,Sports,1552.16,太极信息有限公司
P00000159,Clothing,256.15,华远软件信息有限公司
P00000160,Books,226.25,四通信息有限公司
P00000161,Sports,1339.47,开发区世创科技有限公司
P00000162,Beauty,547.57,九方信息有限公司
P00000163,Home,832.04,东方峻景网络有限公司
P00000164,Clothing,1072.54,南康信息有限公司
P00000165,Sports,636.02,凌颖信息传媒有限公司
P00000166,Toys,1528.75,鑫博腾飞网络有限公司
P00000167,Sports,1075.28,创联世纪科技有限公司
P00000168,Home,808.94,易动力科技有限公司
P00000169,Home,1442.47,时刻科技有限公司
P00000170,Sports,129.45,昊嘉信息有限公司
P00000171,Clothing,546.73,惠派国际公司传媒有限公司
P00000172,Beauty,1935.3,鸿睿思博网络有限公司
P00000173,Home,1600.15,鑫博腾飞网络有限公司
P00000174,Home,397.76,恩悌信息有限公司
P00000175,Sports,1190.39,合联电子传媒有限公司
P00000176,Sports,1027.24,联通时科信息有限公司
P00000177,Food,1898.52,太极传媒有限公司
P00000178,Sports,1753.03,易动力传媒有限公司
P00000179,Home,1020.89,菊风公司网络有限公司
P00000180,Electronics,678.77,富罳网络有限公司
P00000181,Toys,639.14,天益科技有限公司
P00000182,Toys,1434.98,四通传媒有限公司
P00000183,Clothing,1175.96,时刻网络有限公司
P00000184,Toys,1618.51,九方信息有限公司
P00000185,Sports,525.9,图龙信息传媒有限公司
P00000186,Beauty,1825.02,明腾信息有限公司
P00000187,Sports,369.86,联通时科信息有限公司
P00000188,Toys,989.76,恒聪百汇信息有限公司
P00000189,Toys,513.69,晖来计算机传媒有限公司
P00000190,Beauty,1135.33,四通科技有限公司
P00000191,Beauty,1590.7,天益信息有限公司
P00000192,Food,77.51,泰麒麟传媒有限公司
P00000193,Books,571.8,华泰通安网络有限公司
P00000194,Electronics,107.13,易动力传媒有限公司
P00000195,Electronics,779.2,浙大万朋科技有限公司
P00000196,Home,786.45,华泰通安科技有限公司
P00000197,Books,260.55,雨林木风计算机科技有限公司
P00000198,Toys,734.67,联通时科传媒有限公司
P00000199,Sports,1606.63,兰金电子传媒有限公司
P00000200,Toys,930.65,华远软件传媒有限公司
P00000201,Food,1572.46,毕博诚科技有限公司
P00000202,Sports,1807.39,易动力网络有限公司
P00000203,Beauty,1309.92,同兴万点网络有限公司
P00000204,Books,51.19,飞海科技信息有限公司
P00000205,Clothing,288.03,联通时科传媒有限公司
P00000206,Electronics,1773.05,盟新传媒有限公司
P00000207,Beauty,58.47,四通网络有限公司
P00000208,Home,1720.82,万迅电脑网络有限公司
P00000209,Beauty,1621.55,黄石金承传媒有限公司
P00000210,Sports,1464.97,黄石金承传媒有限公司
P00000211,Books,96.61,明腾信息有限公司
P00000212,Books,130.29,时空盒数字网络有限公司
P00000213,Food,291.26,佳禾信息有限公司
P00000214,Beauty,942.78,创亿传媒有限公司
P00000215,Toys,1131.7,诺依曼软件网络有限公司
P00000216,Books,1904.88,迪摩网络有限公司
P00000217,Sports,1340.17,兰金电子网络有限公司
P00000218,Clothing,1416.26,诺依曼软件信息有限公司
P00000219,Beauty,410.57,新格林耐特网络有限公司
P00000220,Books,1549.96,易动力科技有限公司
P00000221,Food,272.08,太极科技有限公司
P00000222,Electronics,1301.68,天开信息有限公司
P00000223,Food,1501.54,东方峻景科技有限公司
P00000224,Beauty,500.59,和泰科技有限公司
P00000225,Beauty,1895.99,东方峻景传媒有限公司
P00000226,Home,925.26,泰麒麟传媒有限公司
P00000227,Sports,319.04,和泰网络有限公司
P00000228,Food,860.49,维旺明信息有限公司
P00000229,Toys,1187.15,鑫博腾飞传媒有限公司
P00000230,Beauty,1144.12,和泰网络有限公司
P00000231,Beauty,678.89,诺依曼软件网络有限公司
P00000232,Beauty,1212.95,时刻科技有限公司
P00000233,Sports,1425.4,佳禾信息有限公司
P00000234,Sports,1687.02,通际名联网络有限公司
P00000235,Clothing,354.87,网新恒天科技有限公司
P00000236,Food,1454.04,天益传媒有限公司
P00000237,Toys,1422.16,商软冠联信息有限公司
P00000238,Beauty,1365.3,飞海科技信息有限公司
P00000239,Home,884.5,银嘉信息有限公司
P00000240,Clothing,1062.88,鑫博腾飞传媒有限公司
P00000241,Home,1701.51,富罳信息有限公司
P00000242,Beauty,1805.45,迪摩科技有限公司
P00000243,Home,434.42,新宇龙信息传媒有限公司
P00000244,Food,794.34,明腾科技有限公司
P00000245,Home,956.84,维涛科技有限公司
P00000246,Clothing,928.72,艾提科信网络有限公司
P00000247,Beauty,1423.88,万迅电脑信息有限公司
P00000248,Beauty,1957.2,凌颖信息科技有限公司
P00000249,Beauty,1459.52,超艺科技有限公司
P00000250,Books,679.35,巨奥网络有限公司
P00000251,Sports,207.61,戴硕电子科技有限公司
P00000252,Home,1109.34,群英科技有限公司
P00000253,Food,1014.24,巨奥信息有限公司
P00000254,Clothing,1930.0,时刻网络有限公司
P00000255,Sports,23.03,创联世纪传媒有限公司
P00000256,Home,1417.63,飞海科技传媒有限公司
P00000257,Home,1068.48,创联世纪科技有限公司
P00000258,Home,85.34,鑫博腾飞科技有限公司
P00000259,Beauty,1361.55,昊嘉信息有限公司
P00000260,Sports,1179.45,商软冠联科技有限公司
P00000261,Home,1588.35,天开传媒有限公司
P00000262,Home,890.28,九方网络有限公司
P00000263,Books,985.83,鸿睿思博网络有限公司
P00000264,Beauty,373.3,菊风公司信息有限公司
P00000265,Food,643.51,佳禾信息有限公司
P00000266,Beauty,441.88,时空盒数字网络有限公司
P00000267,Food,1641.64,国讯网络有限公司
P00000268,Toys,395.12,恒聪百汇网络有限公司
P00000269,Home,1433.75,凌云科技有限公司
P00000270,Food,1219.74,信诚致远传媒有限公司
P00000271,Home,168.83,昊嘉传媒有限公司
P00000272,Sports,248.19,万迅电脑信息有限公司
P00000273,Electronics,284.53,南康信息有限公司
P00000274,Electronics,984.54,万迅电脑传媒有限公司
P00000275,Home,144.75,雨林木风计算机信息有限公司
P00000276,Food,1789.13,信诚致远科技有限公司
P00000277,Beauty,1907.98,黄石金承网络有限公司
P00000278,Books,1913.26,鸿睿思博传媒有限公司
P00000279,Books,1942.79,天开信息有限公司
P00000280,Sports,440.99,迪摩科技有限公司
P00000281,Toys,145.88,恩悌网络有限公司
P00000282,Sports,958.04,雨林木风计算机科技有限公司
P00000283,Clothing,1939.49,新宇龙信息科技有限公司
P00000284,Sports,371.22,商软冠联网络有限公司
P00000285,Food,140.33,诺依曼软件科技有限公司
P00000286,Toys,451.74,联通时科科技有限公司
P00000287,Sports,112.96,商软冠联传媒有限公司
P00000288,Food,1684.18,创亿科技有限公司
P00000289,Toys,904.09,思优传媒有限公司
P00000290,Food,219.85,戴硕电子网络有限公司
P00000291,Home,1228.48,济南亿次元科技有限公司
P00000292,Food,1779.29,数字100传媒有限公司
P00000293,Beauty,1883.27,时刻科技有限公司
P00000294,Beauty,1039.22,维旺明科技有限公司
P00000295,Electronics,1788.51,九方信息有限公司
P00000296,Home,1371.88,趋势信息有限公司
P00000297,Toys,1342.98,太极网络有限公司
P00000298,Sports,1217.01,天益网络有限公司
P00000299,Electronics,1055.72,良诺信息有限公司
P00000300,Books,1092.78,商软冠联传媒有限公司
P00000301,Electronics,10.51,通际名联信息有限公司
P00000302,Electronics,949.42,新格林耐特科技有限公司
P00000303,Home,64.76,恒聪百汇网络有限公司
P00000304,Toys,179.93,天益信息有限公司
P00000305,Home,1888.1,恒聪百汇传媒有限公司
P00000306,Clothing,1049.67,方正科技信息有限公司
P00000307,Beauty,700.87,太极传媒有限公司
P00000308,Food,1196.46,恒聪百汇传媒有限公司
P00000309,Sports,1144.77,恩悌网络有限公司
P00000310,Electronics,271.5,易动力传媒有限公司
P00000311,Food,160.02,佳禾信息有限公司
P00000312,Sports,1623.28,七喜网络有限公司
P00000313,Toys,1892.69,飞海科技传媒有限公司
P00000314,Clothing,925.89,维旺明信息有限公司
P00000315,Toys,1581.22,黄石金承科技有限公司
P00000316,Electronics,403.42,菊风公司传媒有限公司
P00000317,Food,37.38,太极网络有限公司
P00000318,Electronics,1590.79,双敏电子信息有限公司
P00000319,Electronics,1773.12,国讯信息有限公司
P00000320,Beauty,1878.53,九方传媒有限公司
P00000321,Toys,679.08,毕博诚网络有限公司
P00000322,Home,1909.94,济南亿次元网络有限公司
P00000323,Beauty,252.31,昂歌信息信息有限公司
P00000324,Food,1866.18,易动力科技有限公司
P00000325,Electronics,892.97,新格林耐特网络有限公司
P00000326,Books,992.31,通际名联网络有限公司
P00000327,Sports,1036.19,昊嘉科技有限公司
P00000328,Toys,655.84,联软网络有限公司
P00000329,Sports,1899.49,飞海科技科技有限公司
P00000330,Electronics,1179.52,开发区世创传媒有限公司
P00000331,Clothing,614.28,维旺明网络有限公司
P00000332,Electronics,600.39,和泰网络有限公司
P00000333,Toys,360.19,维旺明科技有限公司
P00000334,Food,787.74,MBP软件网络有限公司
P00000335,Beauty,1357.54,精芯网络有限公司
P00000336,Home,896.17,联软科技有限公司
P00000337,Books,1911.32,昊嘉信息有限公司
P00000338,Clothing,1084.95,华泰通安科技有限公司
P00000339,Clothing,583.18,新宇龙信息科技有限公司
P00000340,Home,88.33,华泰通安网络有限公司
P00000341,Food,1306.09,方正科技传媒有限公司
P00000342,Beauty,1533.21,思优传媒有限公司
P00000343,Sports,1827.48,双敏电子信息有限公司
P00000344,Beauty,1814.26,四通网络有限公司
P00000345,Home,221.03,毕博诚传媒有限公司
P00000346,Books,528.97,昊嘉传媒有限公司
P00000347,Food,1858.84,同兴万点网络有限公司
P00000348,Food,1718.05,南康网络有限公司
P00000349,Beauty,222.17,飞海科技科技有限公司
P00000350,Books,903.77,易动力传媒有限公司
P00000351,Electronics,888.82,鸿睿思博传媒有限公司
P00000352,Books,1131.64,和泰传媒有限公司
P00000353,Sports,1070.47,华泰通安传媒有限公司
P00000354,Toys,548.76,良诺传媒有限公司
P00000355,Clothing,1915.89,南康传媒有限公司
P00000356,Clothing,118.66,方正科技科技有限公司
P00000357,Books,920.88,彩虹网络有限公司
P00000358,Home,1956.89,中建创业传媒有限公司
P00000359,Beauty,1899.74,万迅电脑网络有限公司
P00000360,Toys,1253.38,泰麒麟科技有限公司
P00000361,Toys,1080.57,快讯网络有限公司
P00000362,Sports,441.09,时空盒数字信息有限公司
P00000363,Toys,114.25,海创信息有限公司
P00000364,Home,564.69,快讯网络有限公司
P00000365,Food,1758.84,盟新传媒有限公司
P00000366,Clothing,868.01,图龙信息传媒有限公司
P00000367,Beauty,719.18,七喜网络有限公司
P00000368,Home,1853.34,时刻传媒有限公司
P00000369,Beauty,1964.53,济南亿次元信息有限公司
P00000370,Toys,1097.7,华远软件科技有限公司
P00000371,Beauty,886.39,和泰科技有限公司
P00000372,Beauty,88.16,昂歌信息传媒有限公司
P00000373,Food,784.07,维涛网络有限公司
P00000374,Clothing,1605.58,新格林耐特网络有限公司
P00000375,Toys,752.81,佳禾网络有限公司
P00000376,Home,1971.64,创联世纪传媒有限公司
P00000377,Home,1516.13,天益传媒有限公司
P00000378,Food,1339.78,华成育卓网络有限公司
P00000379,Home,944.55,九方网络有限公司
P00000380,Food,1928.16,凌云网络有限公司
P00000381,Toys,244.44,联软科技有限公司
P00000382,Sports,784.89,黄石金承传媒有限公司
P00000383,Toys,1980.55,襄樊地球村科技有限公司
P00000384,Clothing,317.06,群英网络有限公司
P00000385,Food,19.67,万迅电脑科技有限公司
P00000386,Sports,921.09,联通时科传媒有限公司
P00000387,Sports,1577.47,创联世纪信息有限公司
P00000388,Clothing,741.15,昂歌信息传媒有限公司
P00000389,Home,1414.22,海创信息有限公司
P00000390,Home,687.43,毕博诚科技有限公司
P00000391,Books,767.51,快讯网络有限公司
P00000392,Electronics,1164.86,巨奥科技有限公司
P00000393,Electronics,1752.17,天开传媒有限公司
P00000394,Sports,1834.58,诺依曼软件信息有限公司
P00000395,Food,820.46,通际名联科技有限公司
P00000396,Electronics,1398.59,时空盒数字信息有限公司
P00000397,Food,71.34,银嘉网络有限公司
P00000398,Beauty,155.62,维旺明网络有限公司
P00000399,Food,1645.41,商软冠联传媒有限公司
P00000400,Books,683.37,新格林耐特信息有限公司
P00000401,Food,258.77,盟新传媒有限公司
P00000402,Sports,873.03,恒聪百汇网络有限公司
P00000403,Beauty,1236.9,浦华众城传媒有限公司
P00000404,Toys,1732.83,襄樊地球村科技有限公司
P00000405,Toys,1634.57,兰金电子网络有限公司
P00000406,Electronics,1475.37,维涛传媒有限公司
P00000407,Electronics,858.12,南康科技有限公司
P00000408,Electronics,1002.45,时空盒数字网络有限公司
P00000409,Books,207.63,佳禾传媒有限公司
P00000410,Beauty,1576.49,凌云传媒有限公司
P00000411,Food,1745.04,九方传媒有限公司
P00000412,Electronics,1985.8,合联电子网络有限公司
P00000413,Beauty,1469.18,国讯网络有限公司
P00000414,Clothing,1461.85,飞海科技传媒有限公司
P00000415,Toys,1983.75,银嘉科技有限公司
P00000416,Beauty,401.98,国讯信息有限公司
P00000417,Toys,174.07,通际名联科技有限公司
P00000418,Books,484.34,泰麒麟科技有限公司
P00000419,Toys,878.96,艾提科信传媒有限公司
P00000420,Clothing,1814.03,七喜科技有限公司
P00000421,Toys,1418.67,维旺明网络有限公司
P00000422,Beauty,1666.57,易动力传媒有限公司
P00000423,Sports,517.38,飞利信科技有限公司
P00000424,Sports,1668.35,盟新科技有限公司
P00000425,Books,863.87,东方峻景信息有限公司
P00000426,Home,588.04,时空盒数字网络有限公司
P00000427,Toys,622.14,通际名联网络有限公司
P00000428,Beauty,348.98,东方峻景信息有限公司
P00000429,Sports,1765.93,明腾网络有限公司
P00000430,Clothing,508.88,维旺明传媒有限公司
P00000431,Toys,354.51,联通时科网络有限公司
P00000432,Food,1420.52,网新恒天科技有限公司
P00000433,Home,173.49,良诺传媒有限公司
P00000434,Home,281.34,昂歌信息传媒有限公司
P00000435,Food,1156.72,思优科技有限公司
P00000436,Home,254.12,明腾信息有限公司
P00000437,Electronics,38.45,和泰信息有限公司
P00000438,Clothing,431.13,网新恒天科技有限公司
P00000439,Home,1327.02,和泰信息有限公司
P00000440,Electronics,586.04,浦华众城信息有限公司
P00000441,Beauty,1896.67,彩虹科技有限公司
P00000442,Beauty,1846.76,联通时科信息有限公司
P00000443,Sports,845.62,时刻网络有限公司
P00000444,Toys,151.43,昂歌信息信息有限公司
P00000445,Beauty,229.82,新格林耐特传媒有限公司
P00000446,Toys,1303.31,数字100科技有限公司
P00000447,Books,787.27,华泰通安信息有限公司
P00000448,Beauty,638.14,凌颖信息传媒有限公司
P00000449,Food,1157.69,精芯科技有限公司
P00000450,Clothing,809.72,恩悌信息有限公司
P00000451,Beauty,747.46,七喜网络有限公司
P00000452,Books,988.18,同兴万点网络有限公司
P00000453,Toys,1506.15,方正科技信息有限公司
P00000454,Books,1865.1,恒聪百汇信息有限公司
P00000455,Toys,1441.96,联通时科网络有限公司
P00000456,Books,807.73,泰麒麟信息有限公司
P00000457,Beauty,966.51,七喜传媒有限公司
P00000458,Books,103.27,方正科技信息有限公司
P00000459,Sports,260.19,海创传媒有限公司
P00000460,Sports,1701.24,兰金电子网络有限公司
P00000461,Home,1176.37,易动力网络有限公司
P00000462,Beauty,665.77,飞海科技科技有限公司
P00000463,Sports,1853.88,良诺科技有限公司
P00000464,Clothing,987.11,飞海科技信息有限公司
P00000465,Electronics,582.16,菊风公司网络有限公司
P00000466,Toys,1063.15,和泰网络有限公司
P00000467,Toys,1992.18,创联世纪网络有限公司
P00000468,Toys,727.58,立信电子科技有限公司
P00000469,Beauty,292.07,艾提科信传媒有限公司
P00000470,Electronics,867.94,飞利信网络有限公司
P00000471,Sports,1387.76,雨林木风计算机传媒有限公司
P00000472,Books,1781.92,合联电子网络有限公司
P00000473,Home,1193.87,诺依曼软件科技有限公司
P00000474,Toys,1569.44,创联世纪网络有限公司
P00000475,Food,1294.26,图龙信息传媒有限公司
P00000476,Books,1572.39,双敏电子科技有限公司
P00000477,Beauty,79.06,方正科技网络有限公司
P00000478,Books,1602.81,盟新科技有限公司
P00000479,Home,617.53,信诚致远科技有限公司
P00000480,Books,412.32,思优科技有限公司
P00000481,Electronics,499.05,商软冠联信息有限公司
P00000482,Clothing,521.32,华泰通安信息有限公司
P00000483,Electronics,396.02,良诺信息有限公司
P00000484,Food,1999.65,昂歌信息传媒有限公司
P00000485,Food,491.21,MBP软件信息有限公司
P00000486,Electronics,1794.71,商软冠联传媒有限公司
P00000487,Clothing,1844.34,东方峻景科技有限公司
P00000488,Beauty,1340.48,商软冠联传媒有限公司
P00000489,Books,713.75,创汇网络有限公司
P00000490,Sports,692.84,时空盒数字传媒有限公司
P00000491,Toys,646.37,商软冠联传媒有限公司
P00000492,Home,1396.09,太极科技有限公司
P00000493,Sports,315.42,易动力网络有限公司
P00000494,Books,217.64,浙大万朋信息有限公司
P00000495,Clothing,560.2,七喜科技有限公司
P00000496,Books,1221.14,新格林耐特科技有限公司
P00000497,Beauty,699.42,MBP软件信息有限公司
P00000498,Food,641.59,四通信息有限公司
P00000499,Toys,1915.72,良诺科技有限公司
P00000500,Food,1303.83,趋势传媒有限公司
P00000501,Toys,1428.11,维旺明网络有限公司
P00000502,Clothing,1316.89,四通传媒有限公司
P00000503,Sports,704.7,浙大万朋传媒有限公司
P00000504,Books,1910.93,快讯科技有限公司
P00000505,Books,1947.02,和泰网络有限公司
P00000506,Food,1317.53,立信电子网络有限公司
P00000507,Food,1617.69,天开网络有限公司
P00000508,Sports,1424.08,和泰科技有限公司
P00000509,Books,1331.95,快讯科技有限公司
P00000510,Clothing,933.31,商软冠联科技有限公司
P00000511,Home,660.77,超艺网络有限公司
P00000512,Books,1808.88,盟新网络有限公司
P00000513,Clothing,1204.01,艾提科信网络有限公司
P00000514,Clothing,1552.08,新格林耐特科技有限公司
P00000515,Books,266.53,襄樊地球村信息有限公司
P00000516,Books,1869.2,银嘉传媒有限公司
P00000517,Beauty,1271.3,泰麒麟信息有限公司
P00000518,Books,1410.33,MBP软件传媒有限公司
P00000519,Home,1187.9,方正科技传媒有限公司
P00000520,Books,1605.4,兰金电子传媒有限公司
P00000521,Beauty,283.4,富罳科技有限公司
P00000522,Sports,1674.65,通际名联传媒有限公司
P00000523,Toys,1932.54,精芯传媒有限公司
P00000524,Toys,390.57,合联电子网络有限公司
P00000525,Toys,1133.53,富罳网络有限公司
P00000526,Electronics,190.01,时空盒数字传媒有限公司
P00000527,Electronics,270.92,济南亿次元网络有限公司
P00000528,Toys,1628.25,佳禾传媒有限公司
P00000529,Electronics,1362.55,兰金电子科技有限公司
P00000530,Sports,1713.56,精芯科技有限公司
P00000531,Home,1675.0,创联世纪信息有限公司
P00000532,Food,1084.65,毕博诚信息有限公司
P00000533,Toys,326.1,维旺明网络有限公司
P00000534,Home,257.16,中建创业网络有限公司
P00000535,Sports,1277.51,时空盒数字网络有限公司
P00000536,Electronics,1271.48,联软网络有限公司
P00000537,Sports,1464.71,济南亿次元网络有限公司
P00000538,Books,351.33,超艺信息有限公司
P00000539,Beauty,1632.86,恒聪百汇网络有限公司
P00000540,Beauty,839.97,兰金电子信息有限公司
P00000541,Home,309.5,创联世纪科技有限公司
P00000542,Clothing,787.47,晖来计算机科技有限公司
P00000543,Books,821.99,迪摩传媒有限公司
P00000544,Food,1207.23,精芯信息有限公司
P00000545,Sports,82.57,双敏电子信息有限公司
P00000546,Home,583.02,惠派国际公司信息有限公司
P00000547,Home,772.69,思优传媒有限公司
P00000548,Sports,488.76,开发区世创网络有限公司
P00000549,Clothing,1909.27,飞海科技网络有限公司
P00000550,Electronics,477.68,商软冠联传媒有限公司
P00000551,Toys,634.62,方正科技信息有限公司
P00000552,Beauty,140.44,浙大万朋网络有限公司
P00000553,Beauty,1789.0,数字100传媒有限公司
P00000554,Electronics,290.88,凌颖信息科技有限公司
P00000555,Beauty,1063.15,良诺信息有限公司
P00000556,Food,1508.52,通际名联信息有限公司
P00000557,Sports,108.05,浙大万朋信息有限公司
